date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:02	61179/61179	---M--	200	added ('OK')	application/pdf	etag:%2217c03c1-eefb-4a6688b41d680%22	http://math.iisc.ac.in/~nmi/downloads/Participants%20List%20on%20Web.pdf	./math.iisc.ac.in/_nmi/downloads/Participants%20List%20on%20Web.pdf	(from http://math.iisc.ac.in/~nmi/MBConf.php)
10:29:02	18116/18116	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:26%20GMT	http://math.iisc.ac.in/~nmi/MiniSympParticipants.php	./math.iisc.ac.in/_nmi/MiniSympParticipants.html	(from http://math.iisc.ac.in/~nmi/MiniSymp.php)
10:29:03	17408/17408	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:27%20GMT	http://math.iisc.ac.in/~nmi/MiniSympVenue.php	./math.iisc.ac.in/_nmi/MiniSympVenue.html	(from http://math.iisc.ac.in/~nmi/MiniSymp.php)
10:29:04	12735/12735	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:28%20GMT	http://math.iisc.ac.in/~nmi/atp-0910%20CC%20Rakesh.php	./math.iisc.ac.in/_nmi/atp-0910%20CC%20Rakesh.html	(from http://math.iisc.ac.in/~nmi/atp-0910%20Compact%20Courses.php)
10:29:04	12690/12690	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:28%20GMT	http://math.iisc.ac.in/~nmi/atp-0910%20CC%20Patrick.php	./math.iisc.ac.in/_nmi/atp-0910%20CC%20Patrick.html	(from http://math.iisc.ac.in/~nmi/atp-0910%20Compact%20Courses.php)
10:29:04	12692/12692	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:29%20GMT	http://math.iisc.ac.in/~nmi/atp-0910%20CC%20Peter.php	./math.iisc.ac.in/_nmi/atp-0910%20CC%20Peter.html	(from http://math.iisc.ac.in/~nmi/atp-0910%20Compact%20Courses.php)
10:29:06	12727/12727	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:29%20GMT	http://math.iisc.ac.in/~nmi/atp-0910CC-Augusto.php	./math.iisc.ac.in/_nmi/atp-0910CC-Augusto.html	(from http://math.iisc.ac.in/~nmi/atp-0910%20Compact%20Courses.php)
10:29:06	12774/12774	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:30%20GMT	http://math.iisc.ac.in/~nmi/atp-1011CC-Neela%20N.php	./math.iisc.ac.in/_nmi/atp-1011CC-Neela%20N.html	(from http://math.iisc.ac.in/~nmi/atp-0910%20Compact%20Courses.php)
10:29:07	17555/17555	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:31%20GMT	http://math.iisc.ac.in/~nmi/atp-0910-resource1.php	./math.iisc.ac.in/_nmi/atp-0910-resource1.html	(from http://math.iisc.ac.in/~nmi/atp-0910-workshop-pde.php)
10:29:07	86164/86164	---M--	200	added ('OK')	application/pdf	etag:%2217c038f-15094-4a71a8f4cb580%22	http://math.iisc.ac.in/~nmi/downloads/MBConf_Pgm_Schedule.pdf	./math.iisc.ac.in/_nmi/downloads/MBConf_Pgm_Schedule.pdf	(from http://math.iisc.ac.in/~nmi/MBConf.php)
10:29:08	14644/14644	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:32%20GMT	http://math.iisc.ac.in/~nmi/atp-0910-deadlines.php	./math.iisc.ac.in/_nmi/atp-0910-deadlines.html	(from http://math.iisc.ac.in/~nmi/atp-0910-workshop-pde.php)
10:29:08	295/295	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202017%2005:30:33%20GMT	http://math.iisc.ac.in/~nmi/default.php	./math.iisc.ac.in/_nmi/default.2a6.delayed	(from http://math.iisc.ac.in/~nmi/atp-0910-workshop-pde.php)
10:29:09	17219/17219	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:33%20GMT	http://math.iisc.ac.in/~nmi/atp-0910-resourcecip.php	./math.iisc.ac.in/_nmi/atp-0910-resourcecip.html	(from http://math.iisc.ac.in/~nmi/atp-0910-workshop-cip.php)
10:29:15	45891/45891	---M--	200	added ('OK')	application/pdf	etag:%2217c03b2-b343-4715ab8e73c80%22	http://math.iisc.ac.in/~nmi/downloads/PS%20PDE%20workshop.pdf	./math.iisc.ac.in/_nmi/downloads/PS%20PDE%20workshop.pdf	(from http://math.iisc.ac.in/~nmi/atp-0910-workshop-pde.php)
10:29:15	50446/50446	---M--	200	added ('OK')	application/pdf	etag:%2217c03d0-c50e-46fb6fbea2600%22	http://math.iisc.ac.in/~nmi/downloads/Topics.pdf	./math.iisc.ac.in/_nmi/downloads/Topics.pdf	(from http://math.iisc.ac.in/~nmi/atp-0910-workshop-pde.php)
